owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull,labels
webpack-contrib,mini-css-extract-plugin,9240.0,393.0,13248543,1101.5,2.0,1.0,57.3,62.7,19.0,55.0,3.2,34.0,62.0,0,25.0,87.0,3137.7,17494,0.0,241.0,1.6,496.0,2223.64,75.0,14.0,5.0,21.0,9.0,0.94,0.97,1.9,34.0
webpack,webpack-dev-server,15452.0,1422.0,15754995,1100.6,6.0,-1.0,62.3,53.6,81.0,31.9,1.0,49.0,75.0,10,14.0,49.0,3401.6,14705,0.0,2001.0,2.6,868.0,4213.55,131.0,22.0,3.0,81.0,31.0,0.99,0.99,1.9,49.0
bripkens,connect-history-api-fallback,3618.0,141.0,15982039,1100.6,0.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,8.0,42.0,0,8.0,106.0,2799.8,10684,37.0,2.0,1.6,8.0,3970.52,-1.0,-1.0,1.0,1.0,1.0,0.79,1.0,1.9,8.0
webpack-contrib,file-loader,3734.0,274.0,14160032,1100.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.0,62.0,0,35.0,87.0,3137.7,27880,41.0,-1.0,2.3,55.0,4346.16,36.0,-1.0,-1.0,-1.0,-1.0,1.00,1.0,1.9,40.0
jashkenas,underscore,54430.0,5529.0,2961015,1100.1,0.0,-1.0,7.6,0.1,3.0,11.7,0.2,12.0,85.0,11,0.0,23.0,3863.1,7873,30.0,69.0,3.4,386.0,5271.23,-1.0,6.0,2.0,4.0,3.0,0.98,0.99,1.9,12.0
github,fetch,51604.0,2848.0,11881956,1098.9,-2.0,-1.0,13.6,18.9,52.0,1.5,5.3,11.0,85.0,11,15.0,490.0,2305.8,764,0.0,644.0,4.7,45.0,3457.98,56.0,12.0,8.0,52.0,55.0,0.99,0.99,1.9,11.0
prettier,eslint-plugin-prettier,6254.0,198.0,2726433,1092.3,-12.0,-2.0,8.4,2.9,52.0,13.6,0.9,22.0,62.0,5,14.0,41.0,1870.9,6067,0.0,262.0,2.4,59.0,2621.83,10.0,25.0,7.0,53.0,38.0,0.97,0.99,1.9,22.0
winstonjs,winston,43654.0,1790.0,848379,1086.8,12.0,0.0,33.7,11.1,40.0,24.8,23.4,29.0,75.0,22,39.0,19.0,3394.6,5437,0.0,186.0,3.3,169.0,4841.22,21.0,34.0,10.0,49.0,29.0,0.69,0.95,1.9,29.0
nodejs,node-gyp,19134.0,1755.0,5133738,1078.6,7.0,4.0,5.6,3.2,44.0,8.1,8.4,47.0,87.0,3,17.0,207.0,2559.0,25,0.0,746.0,2.1,792.0,4440.76,14.0,42.0,17.0,48.0,39.0,0.92,0.97,1.9,47.0
jsx-eslint,eslint-plugin-jsx-a11y,6596.0,641.0,11425090,1077.4,1.0,-1.0,0.6,0.3,7.0,15.3,0.2,14.0,75.0,1,22.0,4.0,2654.9,520,0.0,520.0,3.3,224.0,2965.13,49.0,21.0,6.0,9.0,25.0,0.80,0.98,1.9,14.0
expressjs,serve-index,872.0,151.0,15986727,1077.4,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,50.0,0,8.0,30.0,3514.8,147,0.0,-1.0,1.2,9.0,3679.02,33.0,1.0,-1.0,-1.0,-1.0,0.79,0.71,1.9,22.0
zspecza,common-tags,3932.0,74.0,0,1077.4,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,57.0,3,22.0,57.0,3395.8,28151,32.0,-1.0,2.3,106.0,3082.29,26.0,-1.0,-1.0,-1.0,-1.0,0.85,0.97,1.9,10.0
felixge,node-stack-trace,894.0,41.0,23970,1077.4,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,42.0,0,9.0,284.0,3372.0,20423,15.0,-1.0,3.0,12.0,4663.34,2.0,2.0,-1.0,-1.0,-1.0,0.48,0.67,1.9,2.0
ramda,ramda,46986.0,1430.0,906007,1080.1,-1.0,-1.0,19.2,18.0,21.0,7.0,0.9,19.0,62.0,1,1.0,12.0,3012.1,7956,6.0,88.0,4.6,1253.0,3936.14,28.0,12.0,11.0,21.0,18.0,0.92,0.99,1.9,19.0
